R_fighter,B_fighter,gender,R_age,B_age,R_Height_cms,B_Height_cms,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,sig_str_landed_bout_diff,ev_diff,odds_diff,tot_str_landed_bout_diff,sig_str_pct_bout_diff
Andrew Sanchez,Khalil Rountree Jr.,MALE,28,26,185.42,185.42,185,205,187.96,193.04,0,77.5,300,0,0
Tatiana Suarez,Amanda Cooper,FEMALE,25,24,165.1,160.02,115,115,167.64,162.56,0,282.97297297,680,0,0
Ross Pearson,Will Brooks,MALE,31,29,172.72,177.8,155,155,175.26,182.88,0,-277.60273973,-670,0,0
Dooho Choi,Thiago Tavares,MALE,25,31,177.8,170.18,145,145,177.8,172.72,0,134.54545455,400,0,0
Joaquim Silva,Andrew Holbrook,MALE,27,30,172.72,180.34,155,155,175.26,177.8,0,-40.92592593000001,-250,0,0
Gray Maynard,Fernando Bruno,MALE,37,34,175.26,167.64,155,145,177.8,177.8,0,84.39393939,310,0,0
Cory Hendricks,Josh Stansbury,MALE,28,31,190.5,187.96,205,205,196,187.96,0,56.03448276,270,0,0
Cezar Ferreira,Anthony Smith,MALE,31,27,185.42,193.04,185,205,198.12,193.04,0,8.281573500000007,10,0,0
Jake Matthews,Kevin Lee,MALE,21,23,180.34,175.26,170,170,185.42,195.58,0,77.5,300,0,0
Li Jingliang,Anton Zafir,MALE,28,29,182.88,180.34,170,170,180.34,182.88,0,222.74193548,565,0,0
Rafael Dos Anjos,Eddie Alvarez,MALE,31,32,172.72,175.26,170,155,177.8,175.26,0,210.51724138,535,0,0
Roy Nelson,Derrick Lewis,MALE,40,31,182.88,190.5,263,260,182.88,200.66,0,33.07692308,240,0,0
Alan Jouban,Belal Muhammad,MALE,34,27,182.88,180.34,170,170,185.42,182.88,0,56.03448276,270,0,0
Joe Duffy,Mitch Clarke,MALE,28,30,177.8,177.8,155,155,185.42,185.42,0,367.27272727,830,0,0
Mike Pyle,Alberto Mina,MALE,40,34,182.88,182.88,170,170,187.96,195.58,0,25,230,0,0
John Makdessi,Mehdi Baghdad,MALE,31,31,172.72,185.42,155,155,172.72,190.5,0,33.07692308,240,0,0
Anthony Birchak,Dileno Lopes,MALE,30,31,172.72,165.1,135,135,175.26,165.1,0,170,460,0,0
Russell Doane,Pedro Munhoz,MALE,29,29,170.18,167.64,135,135,177.8,165.1,0,-158.33333333000004,-440,0,0
Felipe Arantes,Jerrod Sanders,MALE,28,36,172.72,172.72,135,135,185.42,182.88,0,70.48387097,290,0,0
Gilbert Burns,Lukasz Sajewski,MALE,29,25,177.8,172.72,155,155,180.34,180.34,0,187.26415094,490,0,0
Marco Beltran,Reginaldo Vieira,MALE,30,33,172.72,170.18,125,135,175.26,165.1,0,-25,-230,0,0
Vicente Luque,Alvaro Herrera,MALE,24,26,180.34,182.88,170,155,190.5,187.96,0,286.33333333,688,0,0
Rory MacDonald,Stephen Thompson,MALE,26,33,182.88,182.88,170,170,193.04,190.5,49,-8.281573500000007,-10,62,0.01999999999999996
Donald Cerrone,Patrick Cote,MALE,33,36,185.42,180.34,155,170,185.42,180.34,-27,91.17647059,320,-35,-0.12
Steve Bosse,Sean O'Connell,MALE,34,32,180.34,185.42,205,205,182.88,187.96,-9,40.92592593000001,250,4,-0.040000000000000036
Olivier Aubin-Mercier,Thibault Gouti,MALE,27,29,175.26,177.8,155,155,177.8,182.88,-15,353.72340426,845,-11,-0.3
Valerie Letourneau,Joanne Calderwood,FEMALE,33,30,170.18,167.64,115,125,172.72,165.1,35,63.33333333,280,47,0
Jason Saggo,Leandro Silva,MALE,30,30,180.34,175.26,155,155,180.34,182.88,-1,8.281573500000007,10,-14,0.11
Misha Cirkunov,Ion Cutelaba,MALE,29,22,190.5,185.42,205,205,195.58,190.5,-20,134.54545455,400,-30,-0.26
Tamdan McCrory,Krzysztof Jotko,MALE,29,26,193.04,185.42,185,185,198.12,195.58,2,91.17647059,320,2,0.07
Chris Beal,Joe Soto,MALE,30,29,170.18,167.64,125,135,175.26,165.1,-29,-25,-230,-15,-0.01999999999999996
Elias Theodorou,Sam Alvey,MALE,28,30,185.42,187.96,185,205,190.5,190.5,-13,152.44680850999995,430,-57,0.29000000000000004
Randa Markos,Jocelyn Jones-Lybarger,FEMALE,30,30,162.56,170.18,115,115,160.02,162.56,-7,8.281573500000007,10,-20,-0.01999999999999996
Colby Covington,Jonathan Meunier,MALE,28,28,180.34,190.5,170,170,182.88,190.5,-3,152.44680850999995,430,-38,0.1399999999999999
Ali Bagautinov,Geane Herrera,MALE,31,26,162.56,165.1,125,125,165.1,167.64,-77,181.53846154,480,-88,-0.2
Luke Rockhold,Michael Bisping,MALE,31,37,190.5,185.42,185,185,195.58,190.5,0,511.66666667,1275,0,0
Dominick Cruz,Urijah Faber,MALE,31,37,172.72,167.64,135,135,172.72,170.18,0,288.68421053,695,0,0
Max Holloway,Ricardo Lamas,MALE,24,34,180.34,172.72,155,145,175.26,180.34,0,192.96296296,500,0,0
Dan Henderson,Hector Lombard,MALE,45,38,180.34,175.26,185,185,187.96,180.34,0,-234.23076923,-590,0,0
Dustin Poirier,Bobby Green,MALE,27,29,175.26,177.8,155,155,182.88,180.34,0,105.94594595,345,0,0
Brian Ortega,Clay Guida,MALE,25,34,172.72,170.18,145,155,175.26,177.8,0,152.44680850999995,430,0,0
Beneil Dariush,James Vick,MALE,27,29,177.8,190.5,155,155,182.88,193.04,0,48.57142857,260,0,0
Jessica Penne,Jessica Andrade,FEMALE,33,24,165.1,154.94,115,115,170.18,157.48,0,-33.07692308,-240,0,0
Cole Miller,Alex Caceres,MALE,32,27,185.42,177.8,145,145,187.96,185.42,0,84.39393939,310,0,0
Sean Strickland,Tom Breese,MALE,25,24,185.42,190.5,170,185,193.04,185.42,0,0,0,0,0
Jonathan Wilson,Henrique da Silva,MALE,28,26,187.96,190.5,205,205,190.5,193.04,0,84.39393939,310,0,0
Polo Reyes,Dong Hyun Ma,MALE,31,27,180.34,180.34,155,155,180.34,177.8,0,8.281573500000007,10,0,0
Thomas Almeida,Cody Garbrandt,MALE,24,24,170.18,172.72,135,135,177.8,165.1,11,120,370,12,0.029999999999999968
Renan Barao,Jeremy Stephens,MALE,29,30,167.64,172.72,135,145,177.8,180.34,12,63.33333333,280,22,0.08000000000000003
Chris Camozzi,Vitor Miranda,MALE,29,37,187.96,185.42,185,185,193.04,195.58,-16,-56.03448276,-270,-27,-0.17000000000000004
Jorge Masvidal,Lorenz Larkin,MALE,31,29,180.34,180.34,170,170,187.96,182.88,-4,8.281573500000007,10,-2,-0.030000000000000027
Joshua Burkman,Paul Felder,MALE,36,32,177.8,180.34,170,155,182.88,177.8,1,-210.51724138,-535,12,0.020000000000000014
Sara McMann,Jessica Eye,FEMALE,35,29,167.64,167.64,135,125,167.64,167.64,-12,25,230,-37,-0.020000000000000014
Abel Trujillo,Jordan Rinaldi,MALE,32,28,172.72,177.8,155,145,177.8,182.88,-17,228.75,580,-14,-0.12
Jake Collier,Alberto Uda,MALE,27,31,190.5,190.5,205,185,198.12,195.58,-12,-33.07692308,-240,-6,0.05000000000000005
Jose Aldo,Ricardo Lamas,MALE,27,31,170.18,172.72,145,145,177.8,180.34,0,586.66666667,1350,0,0
Erik Koch,Shane Campbell,MALE,27,29,177.8,182.88,155,155,180.34,180.34,2,-48.57142857,-260,12,0.26
Aljamain Sterling,Bryan Caraway,MALE,26,31,170.18,172.72,135,135,180.34,172.72,-23,222.74193548,565,13,-0.21
Chris de la Rocha,Adam Milstead,MALE,37,28,190.5,190.5,250,205,203.2,193.04,19,-210.51724138,-535,18,0.11
Fabricio Werdum,Stipe Miocic,MALE,38,33,193.04,193.04,231,240,195.58,203.2,5,105.94594595,345,5,0.19
Jacare Souza,Vitor Belfort,MALE,36,39,185.42,182.88,185,185,182.88,187.96,-35,204.28571429,520,-49,0.10000000000000007
Cris Cyborg,Leslie Smith,MALE,30,33,172.72,175.26,145,135,172.72,167.64,0,1193.333333333,2700,0,0
Mauricio Rua,Corey Anderson,MALE,34,26,185.42,190.5,205,205,193.04,200.66,7,-77.5,-300,40,-0.07999999999999996
Warlley Alves,Bryan Barberena,MALE,25,27,180.34,182.88,170,170,182.88,182.88,41,433.33333333,1050,82,-0.06999999999999995
Demian Maia,Matt Brown,MALE,38,35,185.42,182.88,170,170,182.88,190.5,-7,261.42857143,640,-62,-0.42
Thiago Santos,Nate Marquardt,MALE,32,37,187.96,182.88,205,185,193.04,187.96,-9,272.22222222,660,-13,0
Francisco Trinaldo,Yancy Medeiros,MALE,37,28,175.26,177.8,155,155,177.8,190.5,-66,198.63636364,510,-72,-0.35000000000000003
John Lineker,Rob Font,MALE,25,28,160.02,172.72,135,135,170.18,180.34,-40,56.03448276,270,-55,-0.08000000000000003
Rogerio Nogueira,Patrick Cummins,MALE,39,35,187.96,187.96,205,205,190.5,193.04,-18,-152.44680850999995,-430,-22,-0.18
Renato Moicano,Zubaira Tukhugov,MALE,26,25,180.34,172.72,145,145,182.88,172.72,-15,-16.666666669999998,-220,-20,-0.09000000000000002
Alistair Overeem,Andrei Arlovski,MALE,35,37,193.04,190.5,265,240,203.2,195.58,0,158.33333333000004,440,0,0
Antonio Silva,Stefan Struve,MALE,36,28,193.04,210.82,264,265,203.2,213.36,0,-140.55555556000002,-410,0,0
Albert Tumenov,Gunnar Nelson,MALE,24,27,180.34,180.34,170,170,185.42,182.88,0,70.48387097,290,0,0
Germaine de Randamie,Anna Elmose,FEMALE,32,31,175.26,160.02,135,115,180.34,165.1,0,300,725,0,0
Nikita Krylov,Francimar Barroso,MALE,24,36,190.5,185.42,205,205,195.58,190.5,0,120,370,0,0
Karolina Kowalkiewicz,Heather Jo Clark,FEMALE,30,35,160.02,167.64,115,115,162.56,162.56,0,228.75,580,0,0
Rustam Khabilov,Chris Wade,MALE,29,28,172.72,177.8,155,155,185.42,177.8,0,84.39393939,310,0,0
Magnus Cedenblad,Garreth McLellan,MALE,34,33,195.58,185.42,185,185,200.66,182.88,0,170,460,0,0
Jon Tuck,Josh Emmett,MALE,31,31,180.34,167.64,155,145,185.42,177.8,0,0,0,0,0
Yan Cabral,Reza Madadi,MALE,32,37,180.34,180.34,155,155,185.42,182.88,0,77.5,300,0,0
Kyoji Horiguchi,Neil Seery,MALE,25,36,165.1,162.56,125,125,167.64,162.56,0,433.33333333,1050,0,0
Leon Edwards,Dominic Waters,MALE,24,27,182.88,185.42,170,170,187.96,200.66,0,192.96296296,500,0,0
Ulka Sasaki,Willie Gates,MALE,26,29,177.8,172.72,125,125,180.34,177.8,0,40.92592593000001,250,0,0
Jon Jones,Ovince Saint Preux,MALE,28,33,193.04,190.5,205,205,213.36,203.2,-48,496.11111111,1230,-53,-0.31000000000000005
Demetrious Johnson,Henry Cejudo,MALE,29,29,160.02,162.56,125,135,167.64,162.56,-15,250.58823529,620,-27,-0.28
Anthony Pettis,Edson Barboza,MALE,29,30,177.8,180.34,170,155,182.88,190.5,25,112.36842105,355,25,0.08000000000000003
Robert Whittaker,Rafael Natal,MALE,25,33,182.88,182.88,185,185,185.42,193.04,-27,234.23076923,590,-29,-0.04999999999999999
Yair Rodriguez,Andre Fili,MALE,23,25,180.34,180.34,145,145,180.34,187.96,-14,0,0,-19,-0.12
Sergio Pettis,Chris Kelades,MALE,22,35,167.64,170.18,135,125,175.26,172.72,-26,140.55555556000002,410,-16,-0.23000000000000004
Danny Roberts,Dominique Steele,MALE,28,28,185.42,177.8,170,170,187.96,187.96,-26,266.83098592,650,-10,-0.08000000000000003
Carla Esparza,Juliana Lima,FEMALE,28,34,154.94,165.1,115,115,160.02,165.1,-2,112.36842105,355,-74,-0.06000000000000005
Glaico Franca,James Vick,MALE,25,29,182.88,190.5,155,155,195.58,193.04,0,-120,-370,0,0
Walt Harris,Cody East,MALE,32,27,195.58,190.5,250,245,195.58,187.96,-5,-105.94594595,-345,-14,-0.12000000000000005
Marcos Rogerio de Lima,Clint Hester,MALE,30,29,185.42,187.96,253,205,190.5,195.58,-29,16.666666669999998,220,-83,-0.7
Efrain Escudero,Kevin Lee,MALE,30,23,175.26,175.26,155,170,177.8,195.58,-6,-272.22222222,-660,3,-0.21
Glover Teixeira,Rashad Evans,MALE,36,36,187.96,182.88,205,205,193.04,190.5,1,140.55555556000002,410,1,0.15000000000000002
Rose Namajunas,Tecia Torres,FEMALE,23,26,165.1,154.94,115,115,165.1,152.4,15,77.5,300,45,0.21
Khabib Nurmagomedov,Darrell Horcher,MALE,27,28,177.8,177.8,155,155,177.8,177.8,-69,640,1650,-89,-0.49
Cub Swanson,Hacran Dias,MALE,32,31,172.72,172.72,145,155,177.8,175.26,-28,8.281573500000007,10,-37,-0.15000000000000008
Beneil Dariush,Michael Chiesa,MALE,26,28,177.8,185.42,155,170,182.88,190.5,-16,84.39393939,310,-15,-0.29000000000000004
Bethe Correia,Raquel Pennington,FEMALE,32,27,165.1,170.18,135,135,162.56,170.18,9,-134.54545455,-400,-15,0.18999999999999995
Court McGee,Santiago Ponzinibbio,MALE,31,29,180.34,182.88,170,170,190.5,185.42,3,-16.666666669999998,-220,2,0.16000000000000006
Randy Brown,Michael Graves,MALE,25,25,190.5,177.8,170,170,198.12,180.34,1,-56.03448276,-270,2,-0.020000000000000014
John Dodson,Manvel Gamburyan,MALE,31,34,160.02,165.1,135,135,167.64,170.18,-14,377.77777778,850,-16,0.16000000000000006
Oluwale Bamgbose,Cezar Ferreira,MALE,28,31,180.34,185.42,185,185,198.12,198.12,6,105.94594595,345,-4,0.04999999999999999
Elizeu Zaleski dos Santos,Omari Akhmedov,MALE,29,28,180.34,182.88,170,185,185.42,185.42,-36,-56.03448276,-270,-21,-0.14999999999999994
Ben Rothwell,Junior Dos Santos,MALE,34,32,193.04,193.04,265,238,198.12,195.58,80,-8.281573500000007,-10,79,0.27
Derrick Lewis,Gabriel Gonzaga,MALE,31,36,190.5,187.96,260,242,200.66,193.04,-12,63.33333333,280,-15,0.02999999999999992
Francis Ngannou,Curtis Blaydes,MALE,29,25,193.04,193.04,250,265,210.82,203.2,-12,-77.5,-300,-15,-0.010000000000000007
Tim Johnson,Marcin Tybura,MALE,31,30,190.5,190.5,265,249,195.58,198.12,0,0,0,0,0
Igor Pokrajac,Jan Blachowicz,MALE,37,33,182.88,187.96,205,205,193.04,198.12,63,-250.58823529,-620,87,0.17000000000000004
Maryna Moroz,Cristina Stanciu,FEMALE,24,22,170.18,160.02,125,115,170.18,162.56,4,91.17647059,320,-5,0.10000000000000003
Nicolas Dalby,Zak Cummings,MALE,31,31,180.34,182.88,170,185,187.96,190.5,-1,-8.281573500000007,-10,8,-0.030000000000000027
Ian Entwistle,Alejandro Perez,MALE,29,26,165.1,167.64,135,135,162.56,170.18,48,63.33333333,280,87,0.71
Mairbek Taisumov,Damir Hadzovic,MALE,27,29,175.26,175.26,155,155,185.42,177.8,-14,228.75,580,-14,-0.16999999999999998
Filip Pejic,Damian Stasiak,MALE,23,26,172.72,165.1,135,135,177.8,177.8,2,9.090909089999997,210,1,0.66
Rob Whiteford,Lucas Martins,MALE,32,27,175.26,182.88,145,145,175.26,182.88,0,0,0,0,0
Jared Cannonier,Cyril Asker,MALE,32,30,180.34,182.88,185,247,195.58,187.96,-14,40.92592593000001,250,-14,-0.46
Alessio Di Chirico,Bojan Velickovic,MALE,26,27,182.88,182.88,185,170,187.96,193.04,-20,-97.85714286,-330,-22,-0.09999999999999998
Mark Hunt,Frank Mir,MALE,41,36,177.8,190.5,265,264,182.88,200.66,-7,63.33333333,280,-6,-0.31999999999999995
Hector Lombard,Neil Magny,MALE,38,28,175.26,190.5,185,170,180.34,203.2,88,-16.666666669999998,-220,121,0
Jake Matthews,Johnny Case,MALE,21,26,180.34,177.8,170,155,185.42,182.88,-1,-25,-230,-1,0.03999999999999998
Daniel Kelly,Antonio Carlos Junior,MALE,38,26,182.88,187.96,185,185,177.8,200.66,-4,-364.3814433,-870,-5,0.11000000000000004
James Te Huna,Steve Bosse,MALE,34,34,187.96,180.34,185,205,190.5,182.88,4,175.78431373,470,4,0.27
Bec Rawlings,Seohee Ham,FEMALE,27,29,167.64,157.48,125,115,162.56,157.48,0,0,0,0,0
Brendan O'Reilly,Alan Jouban,MALE,28,34,170.18,182.88,170,170,175.26,185.42,24,-395.95238095,-940,25,0.3300000000000001
Dan Hooker,Mark Eddiva,MALE,26,30,182.88,172.72,155,145,190.5,172.72,-1,87.5,310,1,-0.05000000000000005
Leslie Smith,Rin Nakai,FEMALE,33,29,175.26,154.94,135,135,167.64,152.4,-31,33.07692308,240,-14,-0.010000000000000007
Richard Walsh,Viscardi Andrade,MALE,27,32,182.88,180.34,170,170,185.42,190.5,-8,25,230,-4,0.08000000000000003
Ross Pearson,Chad Laprise,MALE,31,29,172.72,177.8,155,170,175.26,180.34,26,-8.281573500000007,-10,26,0.029999999999999968
Alan Patrick,Damien Brown,MALE,32,31,180.34,177.8,155,155,187.96,172.72,-10,216.66666667,550,-66,-0.040000000000000036
Conor McGregor,Nate Diaz,MALE,27,30,175.26,182.88,155,170,187.96,193.04,0,316.47058824,765,0,0
Holly Holm,Miesha Tate,FEMALE,34,29,172.72,167.64,145,135,175.26,165.1,0,216.66666667,550,0,0
Gian Villante,Ilir Latifi,MALE,30,32,190.5,177.8,205,205,193.04,185.42,0,-105.94594595,-345,0,0
Corey Anderson,Tom Lawlor,MALE,26,32,190.5,182.88,205,205,200.66,187.96,0,170,460,0,0
Amanda Nunes,Valentina Shevchenko,FEMALE,27,27,172.72,165.1,145,125,175.26,167.64,0,-8.281573500000007,-10,0,0
Brandon Thatch,Siyar Bahadurzada,MALE,30,31,187.96,180.34,170,170,187.96,185.42,0,245.14925373,610,0,0
Erick Silva,Nordine Taleb,MALE,31,34,182.88,185.42,170,170,187.96,187.96,0,140.55555556000002,410,0,0
Vitor Miranda,Marcelo Guimaraes,MALE,36,32,185.42,182.88,185,185,195.58,185.42,0,216.66666667,550,0,0
Darren Elkins,Chas Skelly,MALE,31,30,177.8,180.34,145,145,180.34,182.88,0,-97.85714286,-330,0,0
Diego Sanchez,Jim Miller,MALE,34,32,177.8,172.72,170,155,182.88,180.34,0,-105.94594595,-345,0,0
Jason Saggo,Justin Salas,MALE,30,33,180.34,172.72,155,155,180.34,177.8,0,112.36842105,355,0,0
Julian Erosa,Teruto Ishihara,MALE,26,24,185.42,170.18,145,135,187.96,175.26,0,97.85714286,330,0,0
Anderson Silva,Michael Bisping,MALE,40,36,187.96,185.42,185,185,195.58,190.5,33,198.63636364,510,37,-0.21
Gegard Mousasi,Thales Leites,MALE,30,34,187.96,185.42,185,185,193.04,198.12,-64,216.66666667,550,-76,-0.23
Tom Breese,Keita Nakamura,MALE,24,31,190.5,180.34,185,170,185.42,185.42,-26,741.416309013,1915,-72,-0.17000000000000004
Francisco Rivera,Brad Pickett,MALE,34,37,172.72,167.64,135,135,172.72,172.72,-30,70.48387097,290,-5,-0.12999999999999995
Mike Wilkinson,Makwan Amirkhani,MALE,28,27,170.18,177.8,145,145,172.72,182.88,19,-105.94594595,-345,-16,0.07999999999999996
Davey Grant,Marlon Vera,MALE,30,23,172.72,172.72,135,135,175.26,177.8,-49,105.94594595,345,-84,-0.32
Scott Askham,Chris Dempsey,MALE,27,28,190.5,177.8,185,185,190.5,182.88,-1,272.22222222,660,7,-0.17000000000000004
Arnold Allen,Yaotzin Meza,MALE,22,35,172.72,175.26,145,145,177.8,187.96,-6,250.58823529,620,11,0.10000000000000003
Bradley Scott,Krzysztof Jotko,MALE,26,26,185.42,185.42,170,185,193.04,195.58,0,-70.48387097,-290,0,0
Norman Parke,Rustam Khabilov,MALE,29,29,180.34,172.72,155,155,177.8,185.42,16,-120,-370,44,0.15
Daniel Omielanczuk,Jarjis Danho,MALE,33,32,182.88,190.5,247,265,187.96,187.96,-39,0,0,-35,-0.13999999999999996
Teemu Packalen,Thibault Gouti,MALE,28,28,185.42,177.8,155,155,182.88,182.88,-6,-9.090909089999997,-210,-6,-0.54
David Teymur,Martin Svensson,MALE,26,30,175.26,185.42,155,155,185.42,182.88,-25,8.281573500000007,10,-24,-0.23
Donald Cerrone,Alex Oliveira,MALE,32,28,185.42,180.34,155,170,185.42,193.04,10,192.96296296,500,10,-0.08000000000000007
Derek Brunson,Roan Carneiro,MALE,32,37,185.42,180.34,185,170,195.58,187.96,-23,277.60273973,670,-27,-0.45
Cody Garbrandt,Augusto Mendes,MALE,24,32,172.72,167.64,135,135,165.1,165.1,0,337.77777778,810,0,0.020000000000000014
Dennis Bermudez,Tatsuya Kawajiri,MALE,29,37,167.64,170.18,155,145,167.64,175.26,-49,266.83098592,650,-93,-0.3
Chris Camozzi,Joe Riggs,MALE,29,33,187.96,182.88,185,185,193.04,177.8,-11,140.55555556000002,410,-11,-0.84
James Krause,Shane Campbell,MALE,29,29,187.96,182.88,170,155,185.42,180.34,35,105.94594595,345,51,0.21
Alex Garcia,Sean Strickland,MALE,28,24,175.26,185.42,170,170,182.88,193.04,61,-8.281573500000007,-10,72,0.13999999999999996
Daniel Sarafian,Oluwale Bamgbose,MALE,33,28,175.26,180.34,185,185,185.42,198.12,8,33.07692308,240,8,0.4
Anthony Smith,Leonardo Augusto Leleco,MALE,27,33,193.04,182.88,205,185,193.04,185.42,0,40.92592593000001,250,0,0
Jonavin Webb,Nathan Coy,MALE,26,37,177.8,177.8,170,170,180.34,175.26,16,181.53846154,480,35,0.06
Marion Reneau,Ashlee Evans-Smith,FEMALE,38,28,167.64,172.72,135,125,172.72,170.18,2,112.36842105,355,2,-0.12
Lauren Murphy,Kelly Faszholz,FEMALE,32,30,170.18,172.72,125,135,170.18,170.18,-19,222.74193548,565,-92,-0.030000000000000027
Anthony Hamilton,Shamil Abdurakhimov,MALE,35,34,195.58,190.5,260,235,193.04,193.04,22,-25,-230,41,0.07999999999999996
Johny Hendricks,Stephen Thompson,MALE,32,32,175.26,182.88,185,170,175.26,190.5,0,210.51724138,535,0,0
Roy Nelson,Jared Rosholt,MALE,39,29,182.88,187.96,263,265,182.88,190.5,0,8.281573500000007,10,0,0
Ovince Saint Preux,Rafael Feijao,MALE,32,35,190.5,185.42,205,205,203.2,185.42,0,311.19047619,755,0,0
Joseph Benavidez,Zach Makovsky,MALE,31,32,162.56,162.56,125,125,165.1,162.56,0,311.19047619,755,0,0
Misha Cirkunov,Alex Nicholson,MALE,28,25,190.5,193.04,205,185,195.58,205.74,0,485.71428571,1200,0,0
Mike Pyle,Sean Spencer,MALE,40,28,182.88,177.8,170,170,187.96,190.5,0,-70.48387097,-290,0,0
Joshua Burkman,KJ Noons,MALE,35,33,177.8,177.8,170,155,182.88,182.88,0,33.07692308,240,0,0
Derrick Lewis,Damian Grabowski,MALE,30,35,190.5,185.42,260,241,200.66,190.5,0,-8.281573500000007,-10,0,0
Clint Hester,Andy Enz,MALE,27,22,187.96,190.5,205,185,195.58,198.12,0,135,385,0,0
Ray Borg,Justin Scoggins,MALE,22,23,162.56,170.18,135,125,160.02,167.64,0,105.94594595,345,0,0
Noad Lahat,Diego Rivas,MALE,31,24,175.26,172.72,145,145,175.26,175.26,0,261.42857143,640,0,0
Mickey Gall,Mike Jackson,MALE,24,30,187.96,187.96,170,170,187.96,188,0,430.95238095,975,0,0
Artem Lobov,Alex White,MALE,29,27,175.26,182.88,145,155,165.1,180.34,0,40.92592593000001,250,0,0
Anthony Johnson,Ryan Bader,MALE,31,32,187.96,187.96,205,205,198.12,187.96,-11,170,460,-13,-0.84
Josh Barnett,Ben Rothwell,MALE,38,34,190.5,193.04,250,265,198.12,198.12,0,48.57142857,260,3,-0.13
Iuri Alcantara,Jimmie Rivera,MALE,35,26,175.26,162.56,135,135,180.34,172.72,4,-91.17647059,-320,21,0.06
Sage Northcutt,Bryan Barberena,MALE,19,26,182.88,182.88,170,170,180.34,182.88,8,198.63636364,510,40,0.14
Tarec Saffiedine,Jake Ellenberger,MALE,29,30,177.8,175.26,170,170,177.8,180.34,-24,187.26415094,490,-19,-0.11
Olivier Aubin-Mercier,Diego Ferreira,MALE,26,31,175.26,175.26,155,155,177.8,187.96,16,181.53846154,480,75,-0.10000000000000003
Rafael Natal,Kevin Casey,MALE,33,34,182.88,180.34,185,185,193.04,195.58,-38,97.85714286,330,-93,-0.3
Dustin Ortiz,Wilson Reis,MALE,27,31,165.1,162.56,125,125,165.1,165.1,3,198.63636364,510,32,0.03999999999999998
George Sullivan,Alexander Yakovlev,MALE,34,31,182.88,190.5,170,155,185.42,187.96,1,8.281573500000007,10,-2,0.2
Alex Caceres,Masio Fullen,MALE,27,29,177.8,177.8,145,145,185.42,177.8,-38,210.51724138,535,-42,-0.18
Matt Dwyer,Randy Brown,MALE,26,25,193.04,190.5,170,170,193.04,198.12,2,-56.03448276,-270,11,-0.029999999999999968
Anthony Rocco Martin,Felipe Olivieri,MALE,26,30,182.88,175.26,170,155,185.42,182.88,27,70.48387097,290,30,0.15999999999999998
TJ Dillashaw,Dominick Cruz,MALE,29,30,167.64,172.72,125,135,170.18,172.72,3,70.48387097,290,-8,0.11
Anthony Pettis,Eddie Alvarez,MALE,28,32,177.8,175.26,170,155,182.88,175.26,-14,272.22222222,660,-35,-0.04999999999999999
Travis Browne,Matt Mitrione,MALE,33,37,198.12,190.5,255,265,200.66,200.66,-24,91.17647059,320,-33,0
Ross Pearson,Francisco Trinaldo,MALE,31,37,172.72,175.26,155,155,175.26,177.8,23,63.33333333,280,21,0.13
Patrick Cote,Ben Saunders,MALE,35,32,180.34,187.96,170,170,180.34,195.58,-31,-63.33333333,-280,-11,-0.26
Tim Boetsch,Ed Herman,MALE,34,35,182.88,185.42,185,205,187.96,195.58,20,91.17647059,320,24,0.14999999999999994
Chris Wade,Mehdi Baghdad,MALE,28,30,177.8,185.42,155,155,177.8,190.5,-4,353.72340426,845,-38,-0.18
Maximo Blanco,Luke Sanders,MALE,32,30,172.72,167.64,145,135,180.34,170.18,10,25,230,10,0.13000000000000006
Paul Felder,Daron Cruickshank,MALE,31,30,180.34,172.72,155,155,177.8,182.88,-14,158.33333333000004,440,-15,0.030000000000000027
Ilir Latifi,Sean O'Connell,MALE,32,32,177.8,185.42,205,205,185.42,187.96,-1,207.26415094,510,-1,-0.33
Charles Rosa,Kyle Bochniak,MALE,29,28,175.26,170.18,145,145,175.26,177.8,-40,175.78431373,470,-42,0.010000000000000007
Rob Font,Joey Gomez,MALE,28,26,172.72,177.8,135,155,180.34,180.34,-37,134.54545455,400,-37,-0.26
Francimar Barroso,Elvis Mutapcic,MALE,35,29,185.42,182.88,205,185,190.5,182.88,-19,-77.5,-300,-25,-0.29
Robbie Lawler,Carlos Condit,MALE,33,31,180.34,187.96,170,170,187.96,190.5,0,8.281573500000007,10,0,0
Stipe Miocic,Andrei Arlovski,MALE,33,36,193.04,190.5,240,240,203.2,195.58,0,178.33333333000004,460,0,0
Lorenz Larkin,Albert Tumenov,MALE,29,24,180.34,180.34,170,170,182.88,185.42,0,-170,-460,0,0
