index,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout,level_0
2101,Enrique Barzola,Kyle Bochniak,115,-135,115.0,74.07407407,8/27/2016,"Vancouver, British Columbia, Canada", Canada,Blue,False,Featherweight,MALE,3,1,0,0,52.0,0.4,0.0,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,0,1,0,38.0,0.53,0.0,5.0,0.55,1,0,3,1,0,0,1,0,0,0,1,Switch,170.18,177.8,145,27,29,-1,-1,-1,-1,-1,0,-1,0,0,0.0,0.0,-2,14.0,0.0,-4.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,0,3.0,5:00,900.0,0.0,0.0,55.0,41.0,165.0,141.0,0.33,0.29,56.0,41.0,168.0,142.0,1.0,1.0,9.0,3.0,0.11,0.33,0.0,0.0,0.0,1.0,0.0,0.0,2101
2102,Garreth McLellan,Alessio Di Chirico,270,-330,270.0,30.303030300000003,8/27/2016,"Vancouver, British Columbia, Canada", Canada,Blue,False,Middleweight,MALE,3,1,0,0,65.0,0.43,0.0,2.0,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,1,0,0,40.66666667,0.563333333,1.0,0.666666667,0.133333333,1,2,8,0,0,0,0,1,0,0,1,Southpaw,185.42,182.88,185,33,26,0,0,-1,-1,1,-5,0,-1,0,-2.54,5.08,7,24.33333333,-1.0,1.333333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,0,3.0,5:00,900.0,0.0,1.0,57.0,61.0,139.0,136.0,0.41,0.44,88.0,114.0,179.0,198.0,2.0,2.0,8.0,6.0,0.25,0.33,0.0,0.0,2.0,4.0,0.0,0.0,2102
2103,Shane Campbell,Felipe Silva,-160,140,62.5,140.0,8/27/2016,"Vancouver, British Columbia, Canada", Canada,Blue,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,155,2,0,0,41.75,0.575,0.0,1.0,0.265,1,3,9,0,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,29,32,2,0,-1,-1,3,-9,0,0,0,0.0,15.24,-3,-41.75,0.0,-1.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,1:13,73.0,0.0,1.0,9.0,11.0,13.0,25.0,0.69,0.44,10.0,13.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103
2104,Chad Laprise,Thibault Gouti,-320,290,31.25,290.0,8/27/2016,"Vancouver, British Columbia, Canada", Canada,Red,False,Lightweight,MALE,3,2,0,0,14.5,0.21,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,2,0,0,55.2,0.426,0.0,0.8,0.114,3,2,13,1,0,1,2,0,0,0,3,Orthodox,177.8,180.34,170,30,29,0,0,-3,-3,0,-9,-1,0,0,0.0,2.54,1,-40.7,0.0,-0.8,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,1:36,96.0,2.0,0.0,17.0,4.0,35.0,16.0,0.48,0.25,22.0,4.0,40.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104
2105,Jeremy Kennedy,Alessandro Ricci,-145,125,68.96551724,125.0,8/27/2016,"Vancouver, British Columbia, Canada", Canada,Red,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,23,34,0,0,0,0,0,0,0,0,0,0.0,-5.08,-11,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105
2106,Nate Diaz,Conor McGregor,115,-135,115.0,74.07407407,8/20/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,5,1,0,0,34.625,0.4875,0.0,0.625,0.225,7,1,13,2,0,0,1,6,0,0,7,Southpaw,175.26,187.96,155,0,2,0,47.45454545,0.423636364,1.136363636,0.727272727,0.34,5,8,52,2,0,1,2,2,9,0,14,Southpaw,182.88,193.04,170,31,28,-1,-2,2,-7,7,-39,0,4,-9,-7.62,-5.08,3,-12.82954545,-1.136363636,-0.102272727,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,neither,M-DEC,0,5.0,5:00,1500.0,0.0,3.0,166.0,164.0,343.0,286.0,0.48,0.57,252.0,197.0,435.0,322.0,1.0,0.0,7.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106
2107,Anthony Johnson,Glover Teixeira,-240,200,41.66666667,200.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,3,0,38.1,0.46399999999999997,0.4,1.5,0.33,5,2,22,1,0,0,1,3,3,1,8,Orthodox,187.96,193.04,205,0,2,0,20.88235294,0.506470588,0.294117647,1.058823529,0.287058824,3,5,30,1,0,0,2,10,0,0,12,Orthodox,187.96,198.12,205,32,36,0,1,2,-4,3,-8,0,-6,3,0.0,-5.08,-4,17.21764706,0.10588235300000001,0.441176471,0,1,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punch,1.0,0:13,13.0,1.0,0.0,4.0,1.0,8.0,3.0,0.5,0.33,4.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107
2108,Rick Story,Donald Cerrone,120,-140,120.0,71.42857143,8/20/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,42.904761900000004,0.49142857100000004,0.428571429,0.761904762,0.307142857,8,4,43,1,0,0,6,6,5,0,17,Orthodox,185.42,185.42,155,0,3,0,49.11111111,0.42722222200000004,0.7777777779999999,2.166666667,0.567777778,6,6,49,0,0,3,5,2,2,0,12,Southpaw,175.26,180.34,170,31,33,0,-1,2,5,2,-6,1,4,3,10.16,5.08,-2,-6.20634921,-0.34920634899999997,-1.404761905,0,1,14,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Kick,2.0,2:02,422.0,0.0,1.0,17.0,45.0,51.0,73.0,0.33,0.61,19.0,48.0,54.0,76.0,1.0,1.0,5.0,1.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2108
2109,Hyun Gyu Lim,Mike Perry,-275,235,36.36363636,235.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,1,0,0,47.0,0.48200000000000004,0.2,0.2,0.2,2,2,11,0,0,0,0,3,0,0,3,Orthodox,190.5,195.58,170,31,24,1,0,-2,-3,2,-11,0,-3,0,-12.7,-15.24,7,-47.0,-0.2,-0.2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,3:38,218.0,0.0,3.0,8.0,31.0,29.0,50.0,0.27,0.62,8.0,50.0,29.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2109
2110,Tim Means,Sabah Homasi,-420,335,23.80952381,335.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,0,1,0,42.90909091,0.464545455,0.181818182,0.636363636,0.22727272699999998,4,4,26,0,0,1,2,3,1,0,7,Orthodox,187.96,190.5,170,32,27,0,-1,-4,-7,4,-26,0,-3,-1,-5.08,-7.62,5,-42.90909091,-0.181818182,-0.636363636,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,2.0,2:56,476.0,0.0,0.0,71.0,33.0,118.0,80.0,0.6,0.41,82.0,38.0,130.0,88.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2110
2111,Cody Garbrandt,Takeya Mizugaki,-525,415,19.04761905,415.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,49.66666667,0.375,0.083333333,1.333333333,0.355833333,5,4,33,0,0,3,4,1,0,0,8,Orthodox,170.18,172.72,135,0,4,0,36.25,0.3625,0.0,1.0,0.2075,4,0,8,0,0,0,1,3,0,0,4,Orthodox,172.72,165.1,135,25,32,0,-3,1,4,-4,25,0,-2,0,-2.54,7.62,-7,13.41666667,0.083333333,0.333333333,0,1,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,Red,KO/TKO,Punch,1.0,0:48,48.0,1.0,0.0,12.0,4.0,27.0,9.0,0.44,0.44,13.0,6.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111
2112,Raquel Pennington,Elizabeth Phillips,-320,260,31.25,260.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,47.0,0.39333333299999995,0.333333333,0.666666667,0.166666667,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,135,0,2,0,53.83333333,0.5066666670000001,0.833333333,1.0,0.526666667,2,2,15,0,0,1,1,0,2,0,4,Orthodox,170.18,170.18,135,27,30,0,-1,-1,-3,0,-6,0,0,-2,-2.54,-5.08,-3,-6.83333333,-0.5,-0.333333333,0,1,0,8,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,0,3.0,5:00,900.0,0.0,0.0,33.0,15.0,50.0,34.0,0.66,0.44,81.0,34.0,102.0,58.0,3.0,1.0,5.0,5.0,0.6,0.2,1.0,0.0,2.0,2.0,0.0,1.0,2112
2113,Artem Lobov,Chris Avila,-140,120,71.42857143,120.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,2,0,0,12.5,0.195,0.0,0.0,0.0,0,2,6,1,0,0,0,0,0,0,0,Southpaw,175.26,165.1,145,30,23,2,0,0,0,2,-6,-1,0,0,2.54,17.78,7,-12.5,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,53.0,42.0,117.0,128.0,0.45,0.32,63.0,63.0,128.0,150.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2113
2114,Randa Markos,Cortney Casey,-155,135,64.51612903,135.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,51.33333333,0.54,0.0,0.666666667,0.333333333,1,2,7,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,115,0,1,0,48.25,0.39,0.5,1.25,0.3175,1,2,12,0,0,0,2,0,0,0,2,Orthodox,162.56,160.02,115,31,29,0,0,0,-1,0,-5,0,1,0,7.62,10.16,2,3.08333333,-0.5,-0.583333333,0,1,0,13,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Armbar,1.0,4:34,274.0,0.0,0.0,4.0,21.0,17.0,36.0,0.23,0.58,38.0,29.0,51.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2114
2115,Neil Magny,Lorenz Larkin,-140,120,71.42857143,120.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,39.88888889,0.452222222,0.0,0.111111111,0.055555556,2,5,22,0,0,1,1,2,0,0,4,Orthodox,180.34,182.88,170,0,3,0,51.85714286,0.44857142899999997,0.214285714,2.4285714290000002,0.475,7,3,39,0,0,1,5,4,1,0,11,Orthodox,190.5,203.2,170,29,29,0,-2,-5,-7,-2,-17,0,-2,-1,-10.16,-20.32,0,-11.96825397,-0.214285714,-2.317460318,0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Elbows,1.0,4:08,248.0,0.0,1.0,8.0,32.0,23.0,48.0,0.34,0.66,13.0,34.0,29.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115
2116,Colby Covington,Max Griffin,-420,335,23.80952381,335.0,8/20/2016,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170,0,1,0,16.2,0.612,0.4,3.0,0.532,3,1,11,0,0,0,1,1,2,0,4,Orthodox,180.34,182.88,170,28,30,0,-1,-3,-4,1,-11,0,-1,-2,0.0,10.16,-2,-16.2,-0.4,-3.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,3.0,2:18,738.0,0.0,0.0,26.0,13.0,46.0,35.0,0.56,0.37,161.0,33.0,216.0,58.0,6.0,0.0,9.0,0.0,0.66,0.0,0.0,1.0,12.0,0.0,0.0,1.0,2116
2117,Alberto Uda,Marvin Vettori,145,-165,145.0,60.60606061,8/20/2016,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,185,1,0,0,15.0,0.55,0.0,1.0,0.5,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,32,22,1,0,0,0,1,-2,0,0,0,-7.62,-7.62,10,-15.0,0.0,-1.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Guillotine Choke,1.0,4:30,270.0,0.0,0.0,4.0,10.0,9.0,14.0,0.44,0.71,21.0,50.0,27.0,68.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2117
2118,Yair Rodriguez,Alex Caceres,-335,275,29.85074627,275.0,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Featherweight,MALE,5,0,2,0,46.35714286,0.472857143,0.857142857,0.571428571,0.23785714300000002,2,7,36,0,0,2,3,0,2,0,7,Southpaw,177.8,185.42,145,0,4,0,41.75,0.4825,1.75,1.75,0.6375,4,0,11,1,0,1,2,1,0,0,4,Orthodox,180.34,180.34,145,23,28,0,-2,-2,3,-7,25,-1,-1,2,-2.54,5.08,-5,4.60714286,-0.892857143,-1.178571429,0,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,0,5.0,5:00,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118
2119,Dennis Bermudez,Rony Jason,-300,250,33.33333333,250.0,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,18.28571429,0.5,0.571428571,0.428571429,0.19,3,3,12,1,0,0,1,2,1,0,4,Orthodox,170.18,177.8,145,0,1,0,47.72727273,0.442727273,1.0909090909999999,3.0,0.46,7,3,26,1,0,2,3,1,2,0,8,Orthodox,167.64,167.64,155,29,32,-2,-1,-4,-4,0,-14,0,1,-1,2.54,10.16,-3,-29.44155844,-0.51948052,-2.5714285709999998,0,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119
2120,Thales Leites,Chris Camozzi,-175,155,57.14285714,155.0,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Middleweight,MALE,3,0,3,0,45.375,0.485,0.375,0.25,0.109375,4,7,40,0,0,2,4,1,1,1,9,Orthodox,187.96,193.04,185,2,0,0,24.86666667,0.390666667,1.0,1.6666666669999999,0.29533333300000003,5,5,39,1,0,1,3,2,4,0,10,Orthodox,185.42,198.12,185,34,29,2,3,-1,-1,-2,1,-1,0,-3,2.54,-5.08,5,20.50833333,-0.625,-1.4166666669999999,0,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Rear Naked Choke,3.0,2:58,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120
2121,Santiago Ponzinibbio,Zak Cummings,-110,-110,90.90909091,90.90909091,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Welterweight,MALE,3,0,2,0,24.2,0.366,0.6,1.2,0.39799999999999996,2,1,10,0,0,0,2,1,1,0,4,Southpaw,182.88,190.5,185,0,2,0,34.0,0.40666666700000004,0.0,0.166666667,0.055,2,2,11,0,0,0,1,3,0,0,4,Orthodox,182.88,185.42,170,29,32,0,0,0,0,1,-1,0,-2,1,0.0,5.08,-3,-9.8,0.6,1.033333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121
2122,Trevor Smith,Joe Gigliotti,110,-130,110.0,76.92307692,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,185,0,1,0,40.33333333,0.556666667,0.666666667,0.833333333,0.175,1,3,14,0,0,1,2,0,0,0,3,Orthodox,190.5,190.5,185,35,22,0,-1,-1,-3,3,-14,0,0,0,-10.16,-15.24,13,-40.33333333,-0.666666667,-0.833333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122
2123,Maryna Moroz,Danielle Taylor,-275,235,36.36363636,235.0,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,152.4,152.4,115,0,1,0,34.0,0.373333333,0.666666667,0.333333333,0.11,1,1,7,0,0,0,1,0,1,0,2,Orthodox,170.18,170.18,125,24,26,0,-1,-1,-2,1,-7,0,0,-1,-17.78,-17.78,-2,-34.0,-0.666666667,-0.333333333,0,1,0,9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123
2124,Court McGee,Dominique Steele,-150,130,66.66666667,130.0,8/6/2016,"Salt Lake City, Utah, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,24.0,0.68,0.0,3.333333333,0.47333333299999997,1,2,7,0,0,0,0,1,0,0,1,Orthodox,177.8,187.96,170,1,0,0,71.1,0.37200000000000005,0.5,1.8,0.282,3,4,27,1,0,1,3,0,2,0,6,Orthodox,180.34,190.5,170,31,28,0,0,-2,-5,2,-20,-1,1,-2,-2.54,-2.54,3,-47.1,-0.5,1.533333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124
